document_number;alert;transaction;retrieve
2000001330;;1349;false
2000001331;146;;true
2000001332;;1402;false
2000001333;;1310;false
2000001334;128;;true
2000001335;120;;true
2000001336;190;;true
2000001337;;1023;false
2000001338;;1444;false
2000001339;;1130;false
2000001340;114;;true
2000001341;100;;true
2000001342;;1969;false
2000001343;;1375;false
2000001344;;1291;false
2000001345;170;;true
2000001346;;1504;false
2000001347;;1003;false
2000001348;104;;true
2000001349;;1127;false
2000001350;160;;true
2000001351;;1356;false
2000001352;;1702;false
2000001353;182;;true
2000001354;;1853;false
2000001355;;1889;false
2000001356;136;;true
2000001357;;1070;false
2000001358;;1492;false
2000001359;148;;true
2000001360;194;;true
2000001361;;1114;false
2000001362;110;;true
2000001363;;1403;false
2000001364;;1670;false
2000001365;174;;true
2000001366;120;;true
2000001367;;1764;false
2000001368;;1092;false
2000001369;198;;true
2000001370;120;;true
2000001371;;1339;false
2000001372;146;;true
2000001373;;1613;false
2000001374;;1898;false
2000001375;;1391;false
2000001376;;1969;false
2000001377;;1814;false
2000001378;152;;true
2000001379;144;;true
2000001380;128;;true
2000001381;;1508;false
2000001382;;1634;false
2000001383;150;;true
2000001384;;1156;false
2000001385;172;;true
2000001386;;1149;false
2000001387;;1481;false
2000001388;;1079;false
2000001389;140;;true
2000001390;114;;true
2000001391;150;;true
2000001392;;1172;false
2000001393;;1503;false
2000001394;;1583;false
2000001395;196;;true
2000001396;;1797;false
2000001397;102;;true
2000001398;178;;true
2000001399;;1937;false
2000001400;;1891;false
2000001401;198;;true
2000001402;;1062;false
2000001403;;1778;false
2000001404;156;;true
2000001405;188;;true
2000001406;;1336;false
2000001407;;1587;false
2000001408;154;;true
2000001409;;1364;false
2000001410;;1910;false
2000001411;;1543;false
2000001412;112;;true
2000001413;;1098;false
2000001414;106;;true
2000001415;;1038;false
2000001416;;1652;false
2000001417;158;;true
2000001418;;1414;false
2000001419;;1066;false
2000001420;174;;true
2000001421;;1650;false
2000001422;126;;true
2000001423;112;;true
2000001424;;1912;false
2000001425;;1948;false
2000001426;150;;true
2000001427;126;;true
2000001428;124;;true
2000001429;174;;true
2000001430;184;;true
2000001431;192;;true
2000001432;126;;true
2000001433;;1056;false
2000001434;148;;true
2000001435;190;;true
2000001436;112;;true
2000001437;;1201;false
2000001438;112;;true
2000001439;;1875;false
2000001440;;1078;false
2000001441;;1857;false
2000001442;126;;true
2000001443;178;;true
2000001444;;1474;false
2000001445;166;;true
2000001446;146;;true
2000001447;144;;true
2000001448;186;;true
2000001449;158;;true
2000001450;196;;true
2000001451;142;;true
2000001452;;1154;false
2000001453;;1465;false
2000001454;130;;true
2000001455;;1381;false
2000001456;;1204;false
2000001457;;1175;false
2000001458;108;;true
2000001459;138;;true
2000001460;;1337;false
2000001461;;1198;false
2000001462;;1645;false
2000001463;;1751;false
2000001464;148;;true
2000001465;;1281;false
2000001466;;1171;false
2000001467;100;;true
2000001468;128;;true
2000001469;134;;true
2000001470;;1852;false
2000001471;;1973;false
2000001472;;1253;false
2000001473;146;;true
2000001474;176;;true
2000001475;154;;true
2000001476;;1040;false
2000001477;;1493;false
2000001478;134;;true
2000001479;102;;true
2000001480;;1651;false
2000001481;156;;true
2000001482;106;;true
2000001483;;1269;false
2000001484;;1781;false
2000001485;180;;true
2000001486;;1701;false
2000001487;;1888;false
2000001488;132;;true
2000001489;;1295;false
2000001490;120;;true
2000001491;172;;true
2000001492;;1552;false
2000001493;;1907;false
2000001494;158;;true
2000001495;184;;true
2000001496;174;;true
2000001497;170;;true
2000001498;144;;true
2000001499;;1471;false
2000001500;;1861;false
2000001501;108;;true
2000001502;;1223;false
2000001503;166;;true
2000001504;;1743;false
2000001505;;1690;false
2000001506;100;;true
2000001507;188;;true
2000001508;;1765;false
2000001509;;1378;false
2000001510;;1108;false
2000001511;;1639;false
2000001512;106;;true
2000001513;114;;true
2000001514;110;;true
2000001515;;1188;false
2000001516;;1687;false
2000001517;;1410;false
2000001518;;1658;false
2000001519;;1833;false
2000001520;;1193;false
2000001521;150;;true
2000001522;114;;true
2000001523;;1438;false
2000001524;;1961;false
2000001525;154;;true
2000001526;;1927;false
2000001527;;1395;false
2000001528;128;;true
2000001529;196;;true
2000001530;;1941;false
2000001531;194;;true
2000001532;;1100;false
2000001533;118;;true
2000001534;;1364;false
2000001535;;1965;false
2000001536;;1227;false
2000001537;;1248;false
2000001538;;1625;false
2000001539;;1406;false
2000001540;150;;true
2000001541;;1899;false
2000001542;132;;true
2000001543;126;;true
2000001544;180;;true
2000001545;106;;true
2000001546;108;;true
2000001547;160;;true
2000001548;194;;true
2000001549;;1861;false
2000001550;114;;true
2000001551;;1183;false
2000001552;126;;true
2000001553;;1872;false
2000001554;142;;true
2000001555;;1076;false
2000001556;;1749;false
2000001557;;1671;false
2000001558;;1730;false
2000001559;148;;true
2000001560;106;;true
2000001561;144;;true
2000001562;;1680;false
2000001563;;1729;false
2000001564;148;;true
2000001565;;1626;false
2000001566;100;;true
2000001567;;1546;false
2000001568;180;;true
2000001569;;1347;false
2000001570;;1089;false
2000001571;130;;true
2000001572;;1122;false
2000001573;;1144;false
2000001574;144;;true
2000001575;;1234;false
2000001576;110;;true
2000001577;190;;true
2000001578;144;;true
2000001579;;1845;false
2000001580;;1940;false
2000001581;172;;true
2000001582;100;;true
2000001583;114;;true
2000001584;;1433;false
2000001585;116;;true
2000001586;;1644;false
2000001587;;1746;false
2000001588;138;;true
2000001589;104;;true
2000001590;154;;true
2000001591;126;;true
2000001592;;1536;false
2000001593;192;;true
2000001594;118;;true
2000001595;;1564;false
2000001596;;1876;false
2000001597;130;;true
2000001598;178;;true
2000001599;198;;true
2000001600;;1023;false
2000001601;;1605;false
2000001602;;1270;false
2000001603;114;;true
2000001604;;1119;false
2000001605;;1495;false
2000001606;124;;true
2000001607;130;;true
2000001608;152;;true
2000001609;104;;true
2000001610;112;;true
2000001611;114;;true
2000001612;110;;true
2000001613;130;;true
2000001614;;1325;false
2000001615;;1214;false
2000001616;176;;true
2000001617;168;;true
2000001618;;1969;false
2000001619;;1321;false
2000001620;144;;true
2000001621;;1589;false
2000001622;186;;true
2000001623;;1790;false
2000001624;128;;true
2000001625;;1051;false
2000001626;160;;true
2000001627;;1739;false
2000001628;;1626;false
2000001629;;1118;false
2000001630;142;;true
2000001631;146;;true
2000001632;168;;true
2000001633;164;;true
2000001634;150;;true
2000001635;;1964;false
2000001636;196;;true
2000001637;;1979;false
2000001638;;1395;false
2000001639;;1359;false
2000001640;112;;true
2000001641;;1999;false
2000001642;170;;true
2000001643;178;;true
2000001644;148;;true
2000001645;194;;true
2000001646;;1267;false
2000001647;164;;true
2000001648;146;;true
2000001649;104;;true
2000001650;;1306;false
2000001651;178;;true
2000001652;124;;true
2000001653;196;;true
2000001654;;1111;false
2000001655;;1171;false
2000001656;148;;true
2000001657;122;;true
2000001658;;1754;false
2000001659;;1418;false
2000001660;;1980;false
2000001661;;1162;false
2000001662;;1933;false
2000001663;;1330;false
2000001664;;1806;false
2000001665;166;;true
2000001666;;1800;false
2000001667;126;;true
2000001668;;1187;false
2000001669;;1367;false
2000001670;;1565;false
2000001671;144;;true
2000001672;;1248;false
2000001673;;1893;false
2000001674;134;;true
2000001675;;1605;false
2000001676;114;;true
2000001677;154;;true
2000001678;196;;true
2000001679;172;;true
2000001680;108;;true
2000001681;182;;true
2000001682;102;;true
2000001683;;1540;false
2000001684;130;;true
2000001685;;1351;false
2000001686;;1376;false
2000001687;122;;true
2000001688;;1783;false
2000001689;;1667;false
2000001690;;1943;false
2000001691;136;;true
2000001692;184;;true
2000001693;126;;true
2000001694;152;;true
2000001695;170;;true
2000001696;;1131;false
2000001697;152;;true
2000001698;186;;true
2000001699;;1351;false
2000001700;;1836;false
2000001701;;1469;false
2000001702;;1318;false
2000001703;196;;true
2000001704;128;;true
2000001705;132;;true
2000001706;178;;true
2000001707;136;;true
2000001708;186;;true
2000001709;;1253;false
2000001710;162;;true
2000001711;124;;true
2000001712;118;;true
2000001713;;1400;false
2000001714;;1784;false
2000001715;142;;true
2000001716;146;;true
2000001717;162;;true
2000001718;118;;true
2000001719;;1536;false
2000001720;114;;true
2000001721;106;;true
2000001722;;1088;false
2000001723;;1245;false
2000001724;;1266;false
2000001725;;1834;false
2000001726;;1860;false
2000001727;174;;true
2000001728;114;;true
2000001729;;1258;false
2000001730;196;;true
2000001731;198;;true
2000001732;;1124;false
2000001733;;1993;false
2000001734;;1288;false
2000001735;112;;true
2000001736;124;;true
2000001737;;1989;false
2000001738;128;;true
2000001739;184;;true
2000001740;158;;true
2000001741;;1166;false
2000001742;194;;true
2000001743;;1814;false
2000001744;;1922;false
2000001745;;1512;false
2000001746;110;;true
2000001747;;1346;false
2000001748;;1820;false
2000001749;190;;true
2000001750;158;;true
2000001751;;1406;false
2000001752;;1592;false
2000001753;110;;true
2000001754;;1487;false
2000001755;146;;true
2000001756;122;;true
2000001757;;1501;false
2000001758;;1099;false
2000001759;;1440;false
2000001760;152;;true
2000001761;122;;true
2000001762;;1101;false
2000001763;134;;true
2000001764;;1609;false
2000001765;;1512;false
2000001766;;1524;false
2000001767;154;;true
2000001768;180;;true
2000001769;;1753;false
2000001770;176;;true
2000001771;;1288;false
2000001772;150;;true
2000001773;;1882;false
2000001774;;1443;false
2000001775;120;;true
2000001776;160;;true
2000001777;144;;true
2000001778;;1461;false
2000001779;196;;true
2000001780;188;;true
2000001781;;1623;false
2000001782;;1907;false
2000001783;;1890;false
2000001784;;1623;false
2000001785;;1136;false
2000001786;;1585;false
2000001787;106;;true
2000001788;102;;true
2000001789;182;;true
2000001790;;1554;false
2000001791;142;;true
2000001792;174;;true
2000001793;180;;true
2000001794;;1847;false
2000001795;156;;true
2000001796;;1229;false
2000001797;;1412;false
2000001798;106;;true
2000001799;152;;true
2000001800;;1336;false
2000001801;128;;true
2000001802;;1144;false
2000001803;;1972;false
2000001804;124;;true
2000001805;;1139;false
2000001806;;1278;false
2000001807;140;;true
2000001808;178;;true
2000001809;;1184;false
2000001810;;1308;false
2000001811;;1806;false
2000001812;116;;true
2000001813;122;;true
2000001814;106;;true
2000001815;;1309;false
2000001816;;1808;false
2000001817;;1700;false
2000001818;184;;true
2000001819;132;;true
2000001820;162;;true
2000001821;;1180;false
2000001822;102;;true
2000001823;;1200;false
2000001824;;1960;false
2000001825;160;;true
2000001826;;1923;false
2000001827;;1890;false
2000001828;;1418;false
2000001829;144;;true
2000001830;;1955;false
2000001831;188;;true
2000001832;;1314;false
2000001833;;1198;false
2000001834;168;;true
2000001835;;1684;false
2000001836;150;;true
2000001837;184;;true
2000001838;128;;true
2000001839;124;;true
2000001840;;1716;false
2000001841;;1053;false
2000001842;;1462;false
2000001843;;1888;false
2000001844;;1226;false
2000001845;122;;true
2000001846;;1011;false
2000001847;148;;true
2000001848;;1378;false
2000001849;;1529;false
2000001850;;1567;false
2000001851;;1679;false
2000001852;112;;true
2000001853;112;;true
2000001854;170;;true
2000001855;182;;true
2000001856;170;;true
2000001857;;1759;false
2000001858;;1849;false
2000001859;;1015;false
2000001860;118;;true
2000001861;;1062;false
2000001862;;1115;false
2000001863;;1627;false
2000001864;;1965;false
2000001865;130;;true
2000001866;;1086;false
2000001867;134;;true
2000001868;140;;true
2000001869;120;;true
2000001870;;1914;false
2000001871;100;;true
2000001872;116;;true
2000001873;176;;true
2000001874;;1898;false
2000001875;168;;true
2000001876;;1974;false
2000001877;194;;true
2000001878;;1523;false
2000001879;;1298;false
2000001880;160;;true
2000001881;168;;true
2000001882;112;;true
2000001883;;1832;false
2000001884;114;;true
2000001885;102;;true
2000001886;102;;true
2000001887;;1630;false
2000001888;180;;true
2000001889;126;;true
2000001890;;1287;false
2000001891;;1908;false
2000001892;;1983;false
2000001893;130;;true
2000001894;;1497;false
2000001895;;1613;false
2000001896;;1512;false
2000001897;172;;true
2000001898;110;;true
2000001899;;1520;false
2000001900;;1531;false
2000001901;176;;true
2000001902;120;;true
2000001903;;1672;false
2000001904;;1491;false
2000001905;192;;true
2000001906;188;;true
2000001907;;1910;false
2000001908;160;;true
2000001909;;1690;false
2000001910;;1813;false
2000001911;;1158;false
2000001912;;1386;false
2000001913;;1145;false
2000001914;104;;true
2000001915;166;;true
2000001916;168;;true
2000001917;;1962;false
2000001918;;1642;false
2000001919;110;;true
2000001920;;1871;false
2000001921;178;;true
2000001922;;1998;false
2000001923;;1534;false
2000001924;196;;true
2000001925;192;;true
2000001926;;1281;false
2000001927;;1734;false
2000001928;192;;true
2000001929;100;;true
2000001930;;1661;false
2000001931;106;;true
2000001932;;1031;false
2000001933;126;;true
2000001934;;1172;false
2000001935;140;;true
2000001936;;1219;false
2000001937;;1399;false
2000001938;194;;true
2000001939;102;;true
2000001940;168;;true
2000001941;176;;true
2000001942;;1304;false
2000001943;;1492;false
2000001944;170;;true
2000001945;;1658;false
2000001946;172;;true
2000001947;188;;true
2000001948;166;;true
2000001949;128;;true
2000001950;;1689;false
2000001951;;1921;false
2000001952;;1484;false
2000001953;;1849;false
2000001954;114;;true
2000001955;;1368;false
2000001956;;1710;false
2000001957;;1006;false
2000001958;102;;true
2000001959;168;;true
2000001960;;1134;false
2000001961;156;;true
2000001962;130;;true
2000001963;;1673;false
2000001964;;1120;false
2000001965;132;;true
2000001966;190;;true
2000001967;110;;true
2000001968;130;;true
2000001969;178;;true
2000001970;104;;true
2000001971;;1474;false
2000001972;116;;true
2000001973;;1933;false
2000001974;;1343;false
2000001975;;1578;false
2000001976;146;;true
2000001977;104;;true
2000001978;;1337;false
2000001979;;1983;false
2000001980;176;;true
2000001981;;1115;false
2000001982;192;;true
2000001983;;1152;false
2000001984;112;;true
2000001985;118;;true
2000001986;120;;true
2000001987;138;;true
2000001988;;1867;false
2000001989;;1736;false
2000001990;;1001;false
2000001991;114;;true
2000001992;;1150;false
2000001993;;1576;false
2000001994;;1584;false
2000001995;126;;true
2000001996;;1370;false
2000001997;;1218;false
2000001998;;1988;false
2000001999;186;;true
2000002000;;1581;false
2000002001;120;;true
2000002002;112;;true
2000002003;108;;true
2000002004;108;;true
2000002005;;1551;false
2000002006;136;;true
2000002007;;1523;false
2000002008;198;;true
2000002009;154;;true
2000002010;;1225;false
2000002011;;1271;false
2000002012;;1980;false
2000002013;;1736;false
2000002014;;1286;false
2000002015;;1311;false
2000002016;100;;true
2000002017;180;;true
2000002018;;1666;false
2000002019;;1968;false
2000002020;148;;true
2000002021;148;;true
2000002022;160;;true
2000002023;;1643;false
2000002024;;1181;false
2000002025;;1363;false
2000002026;;1181;false
2000002027;182;;true
2000002028;;1509;false
2000002029;;1764;false
2000002030;120;;true
2000002031;;1674;false
2000002032;;1166;false
2000002033;122;;true
2000002034;;1810;false
2000002035;104;;true
2000002036;;1197;false
2000002037;;1280;false
2000002038;194;;true
2000002039;;1662;false
2000002040;;1155;false
2000002041;180;;true
2000002042;;1885;false
2000002043;;1274;false
2000002044;;1939;false
2000002045;;1468;false
2000002046;116;;true
2000002047;118;;true
2000002048;;1276;false
2000002049;;1955;false
2000002050;;1308;false
2000002051;140;;true
2000002052;;1188;false
2000002053;;1586;false
2000002054;198;;true
2000002055;102;;true
2000002056;154;;true
2000002057;180;;true
2000002058;108;;true
2000002059;;1681;false
2000002060;;1961;false
2000002061;;1470;false
2000002062;134;;true
2000002063;104;;true
2000002064;104;;true
2000002065;178;;true
2000002066;;1686;false
2000002067;;1164;false
2000002068;102;;true
2000002069;;1173;false
2000002070;;1043;false
2000002071;120;;true
2000002072;176;;true
2000002073;;1345;false
2000002074;;1573;false
2000002075;;1872;false
2000002076;;1867;false
2000002077;144;;true
2000002078;108;;true
2000002079;;1136;false
2000002080;112;;true
2000002081;;1110;false
2000002082;;1102;false
2000002083;166;;true
2000002084;158;;true
2000002085;198;;true
2000002086;;1583;false
2000002087;124;;true
2000002088;;1323;false
2000002089;150;;true
2000002090;;1321;false
2000002091;;1649;false
2000002092;;1972;false
2000002093;118;;true
2000002094;;1494;false
2000002095;180;;true
2000002096;;1912;false
2000002097;;1090;false
2000002098;;1017;false
2000002099;;1113;false
2000002100;;1587;false
2000002101;158;;true
2000002102;158;;true
2000002103;;1601;false
2000002104;182;;true
2000002105;166;;true
2000002106;104;;true
2000002107;;1123;false
2000002108;;1475;false
2000002109;;1267;false
2000002110;;1106;false
2000002111;124;;true
2000002112;;1019;false
2000002113;192;;true
2000002114;134;;true
2000002115;;1692;false
2000002116;;1849;false
2000002117;;1661;false
2000002118;102;;true
2000002119;;1713;false
2000002120;138;;true
2000002121;;1744;false
2000002122;142;;true
2000002123;;1746;false
2000002124;;1496;false
2000002125;162;;true
2000002126;;1935;false
2000002127;;1779;false
2000002128;174;;true
2000002129;168;;true
2000002130;122;;true
2000002131;;1345;false
2000002132;;1967;false
2000002133;;1416;false
2000002134;;1941;false
2000002135;;1072;false
2000002136;;1321;false
2000002137;;1017;false
2000002138;;1366;false
2000002139;;1062;false
2000002140;116;;true
2000002141;132;;true
2000002142;;1503;false
2000002143;;1625;false
2000002144;;1681;false
2000002145;;1027;false
2000002146;;1525;false
2000002147;118;;true
2000002148;122;;true
2000002149;172;;true
2000002150;;1485;false
2000002151;148;;true
2000002152;;1074;false
2000002153;142;;true
2000002154;186;;true
2000002155;134;;true
2000002156;;1241;false
2000002157;;1312;false
2000002158;110;;true
2000002159;;1690;false
2000002160;156;;true
2000002161;;1967;false
2000002162;;1731;false
2000002163;;1916;false
2000002164;;1328;false
2000002165;;1616;false
2000002166;158;;true
2000002167;174;;true
2000002168;;1334;false
2000002169;190;;true
2000002170;130;;true
2000002171;;1292;false
2000002172;;1104;false
2000002173;;1691;false
2000002174;168;;true
2000002175;;1153;false
2000002176;;1543;false
2000002177;;1618;false
2000002178;;1781;false
2000002179;180;;true
2000002180;;1347;false
2000002181;156;;true
2000002182;;1894;false
2000002183;;1667;false
2000002184;140;;true
2000002185;142;;true
2000002186;;1560;false
2000002187;116;;true
2000002188;114;;true
2000002189;116;;true
2000002190;;1451;false
2000002191;116;;true
2000002192;150;;true
2000002193;146;;true
2000002194;;1159;false
2000002195;104;;true
2000002196;;1022;false
2000002197;;1251;false
2000002198;;1656;false
2000002199;144;;true
2000002200;154;;true
2000002201;160;;true
2000002202;152;;true
2000002203;;1090;false
2000002204;118;;true
2000002205;;1097;false
2000002206;;1100;false
2000002207;;1121;false
2000002208;;1252;false
2000002209;;1407;false
2000002210;108;;true
2000002211;;1538;false
2000002212;;1072;false
2000002213;160;;true
2000002214;;1380;false
2000002215;104;;true
2000002216;;1595;false
2000002217;;1628;false
2000002218;;1324;false
2000002219;;1946;false
2000002220;;1061;false
2000002221;196;;true
2000002222;;1178;false
2000002223;;1443;false
2000002224;136;;true
2000002225;142;;true
2000002226;;1544;false
2000002227;126;;true
2000002228;;1657;false
2000002229;102;;true
2000002230;140;;true
2000002231;;1385;false
2000002232;;1879;false
2000002233;154;;true
2000002234;;1640;false
2000002235;166;;true
2000002236;;1898;false
2000002237;176;;true
2000002238;;1208;false
2000002239;116;;true
2000002240;;1284;false
2000002241;190;;true
2000002242;132;;true
2000002243;126;;true
2000002244;;1929;false
2000002245;;1253;false
2000002246;186;;true
2000002247;;1521;false
2000002248;;1331;false
2000002249;;1430;false
2000002250;174;;true
2000002251;146;;true
2000002252;;1349;false
2000002253;110;;true
2000002254;100;;true
2000002255;104;;true
2000002256;170;;true
2000002257;134;;true
2000002258;150;;true
2000002259;;1756;false
2000002260;;1787;false
2000002261;;1538;false
2000002262;;1405;false
2000002263;;1642;false
2000002264;;1495;false
2000002265;128;;true
2000002266;;1764;false
2000002267;;1548;false
2000002268;;1670;false
2000002269;158;;true
2000002270;104;;true
2000002271;;1868;false
2000002272;;1979;false
2000002273;;1249;false
2000002274;194;;true
2000002275;124;;true
2000002276;192;;true
2000002277;;1653;false
2000002278;180;;true
2000002279;;1232;false
2000002280;;1346;false
2000002281;170;;true
2000002282;180;;true
2000002283;120;;true
2000002284;;1852;false
2000002285;192;;true
2000002286;198;;true
2000002287;;1658;false
2000002288;170;;true
2000002289;;1946;false
2000002290;;1811;false
2000002291;;1248;false
2000002292;;1752;false
2000002293;106;;true
2000002294;146;;true
2000002295;154;;true
2000002296;;1716;false
2000002297;130;;true
2000002298;108;;true
2000002299;110;;true
2000002300;148;;true
2000002301;114;;true
2000002302;;1792;false
2000002303;;1756;false
2000002304;104;;true
2000002305;172;;true
2000002306;136;;true
2000002307;;1839;false
2000002308;124;;true
2000002309;144;;true
2000002310;;1881;false
2000002311;152;;true
2000002312;;1963;false
2000002313;;1804;false
2000002314;134;;true
2000002315;152;;true
2000002316;110;;true
2000002317;152;;true
2000002318;;1699;false
2000002319;;1711;false
2000002320;;1434;false
2000002321;178;;true
2000002322;;1975;false
2000002323;;1334;false
2000002324;;1435;false
2000002325;140;;true
2000002326;;1008;false
2000002327;;1170;false
2000002328;;1933;false
2000002329;172;;true
2000002330;;1223;false
2000002331;130;;true
2000002332;162;;true
2000002333;;1377;false
2000002334;114;;true
2000002335;198;;true
2000002336;;1252;false
2000002337;;1728;false
2000002338;;1911;false
2000002339;;1374;false
2000002340;100;;true
2000002341;;1965;false
2000002342;;1738;false
2000002343;140;;true
2000002344;;1418;false
2000002345;;1020;false
2000002346;;1648;false
2000002347;;1148;false
2000002348;;1276;false
2000002349;178;;true
2000002350;178;;true
2000002351;180;;true
2000002352;116;;true
2000002353;;1505;false
2000002354;176;;true
2000002355;;1425;false
2000002356;112;;true
2000002357;176;;true
2000002358;;1264;false
2000002359;;1332;false
2000002360;;1677;false
2000002361;;1072;false
2000002362;;1571;false
2000002363;106;;true
2000002364;116;;true
2000002365;132;;true
2000002366;140;;true
2000002367;;1737;false
2000002368;;1168;false
2000002369;184;;true
2000002370;104;;true
2000002371;178;;true
2000002372;198;;true
2000002373;128;;true
2000002374;110;;true
2000002375;140;;true
2000002376;;1407;false
2000002377;;1489;false
2000002378;146;;true
2000002379;;1399;false
2000002380;;1401;false
2000002381;;1350;false
2000002382;180;;true
2000002383;;1252;false
2000002384;100;;true
2000002385;;1808;false
2000002386;;1260;false
2000002387;102;;true
2000002388;;1048;false
2000002389;132;;true
2000002390;;1516;false
2000002391;;1693;false
2000002392;;1255;false
2000002393;156;;true
2000002394;126;;true
2000002395;174;;true
2000002396;;1656;false
2000002397;;1568;false
2000002398;148;;true
2000002399;154;;true
2000002400;;1535;false
2000002401;;1800;false
2000002402;132;;true
2000002403;;1528;false
2000002404;166;;true
2000002405;148;;true
2000002406;;1822;false
2000002407;108;;true
2000002408;;1275;false
2000002409;118;;true
2000002410;;1472;false
2000002411;130;;true
2000002412;;1069;false
2000002413;124;;true
2000002414;;1484;false
2000002415;;1478;false
2000002416;184;;true
2000002417;;1803;false
2000002418;;1124;false
2000002419;;1941;false
2000002420;110;;true
2000002421;136;;true
2000002422;;1197;false
2000002423;118;;true
2000002424;;1317;false
2000002425;;1144;false
2000002426;;1866;false
2000002427;120;;true
2000002428;138;;true
2000002429;106;;true
2000002430;138;;true
2000002431;;1651;false
2000002432;124;;true
2000002433;166;;true
2000002434;;1608;false
2000002435;;1575;false
2000002436;;1566;false
2000002437;;1170;false
2000002438;;1638;false
2000002439;124;;true
2000002440;;1784;false
2000002441;;1596;false
2000002442;;1457;false
2000002443;166;;true
2000002444;106;;true
2000002445;;1399;false
2000002446;;1120;false
2000002447;180;;true
2000002448;;1191;false
2000002449;;1489;false
2000002450;128;;true
2000002451;;1316;false
2000002452;188;;true
2000002453;;1120;false
2000002454;;1753;false
2000002455;186;;true
2000002456;102;;true
2000002457;;1951;false
2000002458;100;;true
2000002459;132;;true
2000002460;;1092;false
2000002461;;1985;false
2000002462;;1833;false
2000002463;;1504;false
2000002464;194;;true
2000002465;192;;true
2000002466;156;;true
2000002467;152;;true
2000002468;182;;true
2000002469;120;;true
2000002470;184;;true
2000002471;196;;true
2000002472;182;;true
2000002473;;1478;false
2000002474;170;;true
2000002475;;1374;false
2000002476;192;;true
2000002477;132;;true
2000002478;;1636;false
2000002479;;1274;false
2000002480;;1304;false
2000002481;;1275;false
2000002482;;1827;false
2000002483;;1765;false
2000002484;114;;true
2000002485;;1215;false
2000002486;154;;true
2000002487;124;;true
2000002488;104;;true
2000002489;192;;true
2000002490;;1081;false
2000002491;;1682;false
2000002492;;1941;false
2000002493;170;;true
2000002494;150;;true
2000002495;;1302;false
2000002496;140;;true
2000002497;;1105;false
2000002498;166;;true
2000002499;196;;true
2000002500;154;;true
2000002501;;1836;false
2000002502;;1236;false
2000002503;;1989;false
2000002504;114;;true
2000002505;148;;true
2000002506;;1774;false
2000002507;;1129;false
2000002508;164;;true
2000002509;106;;true
2000002510;182;;true
2000002511;;1375;false
2000002512;;1200;false
2000002513;116;;true
2000002514;158;;true
2000002515;;1025;false
2000002516;;1502;false
2000002517;;1675;false
2000002518;122;;true
2000002519;;1290;false
2000002520;;1500;false
2000002521;130;;true
2000002522;192;;true
2000002523;188;;true
2000002524;;1264;false
2000002525;;1064;false
2000002526;146;;true
2000002527;172;;true
2000002528;;1577;false
2000002529;;1737;false
2000002530;;1788;false
2000002531;166;;true
2000002532;142;;true
2000002533;;1757;false
2000002534;;1421;false
2000002535;;1023;false
2000002536;;1974;false
2000002537;;1535;false
2000002538;112;;true
2000002539;;1824;false
2000002540;134;;true
2000002541;110;;true
2000002542;134;;true
2000002543;;1700;false
2000002544;100;;true
2000002545;;1054;false
2000002546;;1734;false
2000002547;194;;true
2000002548;;1554;false
2000002549;;1501;false
2000002550;;1414;false
2000002551;178;;true
2000002552;;1736;false
2000002553;176;;true
2000002554;;1590;false
2000002555;154;;true
2000002556;;1472;false
2000002557;;1557;false
2000002558;;1494;false
2000002559;;1213;false
2000002560;;1016;false
2000002561;;1486;false
2000002562;;1563;false
2000002563;194;;true
2000002564;;1946;false
2000002565;186;;true
2000002566;118;;true
2000002567;190;;true
2000002568;184;;true
2000002569;;1504;false
2000002570;134;;true
2000002571;;1987;false
2000002572;;1727;false
2000002573;166;;true
2000002574;114;;true
2000002575;;1952;false
2000002576;;1883;false
2000002577;;1123;false
2000002578;;1607;false
2000002579;;1499;false
2000002580;;1469;false
2000002581;;1926;false
2000002582;122;;true
2000002583;148;;true
2000002584;122;;true
2000002585;110;;true
2000002586;;1981;false
2000002587;154;;true
2000002588;;1112;false
2000002589;102;;true
2000002590;146;;true
2000002591;;1599;false
2000002592;;1574;false
2000002593;138;;true
2000002594;;1379;false
2000002595;;1090;false
2000002596;;1190;false
2000002597;196;;true
2000002598;;1486;false
2000002599;;1386;false
2000002600;;1141;false
2000002601;100;;true
2000002602;102;;true
2000002603;;1779;false
2000002604;144;;true
2000002605;150;;true
2000002606;116;;true
2000002607;152;;true
2000002608;130;;true
2000002609;;1140;false
2000002610;;1334;false
2000002611;;1477;false
2000002612;;1640;false
2000002613;;1110;false
2000002614;196;;true
2000002615;176;;true
2000002616;;1860;false
2000002617;114;;true
2000002618;;1792;false
2000002619;164;;true
2000002620;;1784;false
2000002621;150;;true
2000002622;160;;true
2000002623;188;;true
2000002624;;1036;false
2000002625;174;;true
2000002626;136;;true
2000002627;160;;true
2000002628;132;;true
2000002629;;1261;false
2000002630;;1273;false
2000002631;;1911;false
2000002632;;1285;false
2000002633;138;;true
2000002634;;1696;false
2000002635;140;;true
2000002636;158;;true
2000002637;;1015;false
2000002638;;1185;false
2000002639;;1969;false
2000002640;;1172;false
2000002641;;1700;false
2000002642;112;;true
2000002643;190;;true
2000002644;;1779;false
2000002645;196;;true
2000002646;196;;true
2000002647;138;;true
2000002648;162;;true
2000002649;196;;true
2000002650;188;;true
2000002651;128;;true
2000002652;;1745;false
2000002653;;1257;false
2000002654;170;;true
2000002655;110;;true
2000002656;;1040;false
2000002657;;1166;false
2000002658;116;;true
